sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online
TRE38112TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,3/81 X 1/2 TCT TWO FLUTE CUTTER 12.7 X 32MM,"Catalog, Search",1
TRE38512TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,3/85 X 1/2 TCT TWO FLUTE CUTTER 12.7 X 63MM,"Catalog, Search",1
TRE310214TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,31/02 X 1/4 TCT DOVETAIL CUTTER 103 13.2 X 13MM,"Catalog, Search",1
VITLLS4250,FRANCISKIRK,simple,"TOOLS/DECORATING & WOOD CARE/TILING TOOLS & TILE ADHESIVES",base,LONG LEG SPACER 4MM (PACK 250),"Catalog, Search",1
FAIAR11540R,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE SANDING PAPER ROLL RED HEAVY-DUTY 115MM X 50M 40G,"Catalog, Search",1
FAIAR580Y,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE SANDING PAPER ROLL YELLOW 115MM X 5M 80G,"Catalog, Search",1
DEWDT70752QZ,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/DRILL BITS & HOLESAWS",base,DT70752 SDS PLUS XLR FULL HEAD CARBIDE DRILL BIT SET, 10 PIECE,"Catalog, Search",1
VITLLS5250,FRANCISKIRK,simple,"TOOLS/DECORATING & WOOD CARE/TILING TOOLS & TILE ADHESIVES",base,LONG LEG SPACER 5MM (PACK 250),"Catalog, Search",1
TRE11314TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,11/3 X 1/4 TCT V-GROOVE CUTTER 45 9.2 X 19.1MM,"Catalog, Search",1
TRE12514TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,12/5 X 1/4 TCT RADIUS CUTTER 5.0MM RADIUS,"Catalog, Search",1
TRE188012TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,18/80 X 1/2 TCT BEARING GUIDED BEVEL PANELLING 15,"Catalog, Search",1
EVB195WE,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,195 SILICONISED ACRYLIC WHITE 300ML,"Catalog, Search",1
WES20F,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,20/F 350CC OILER WITH (9IN) FLEX SPOUT 00205,"Catalog, Search",1
UNNY2242SE30,FRANCISKIRK,simple,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/DOOR SECURITY & FURNITURE",base,2242 2 LEVER MORTICE REBATED SASHLOCK SILVER ENAMEL 78.5MM 3IN VISI,"Catalog, Search",1
EVBHPWFMH500,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,2-PART HIGH-PERFORMANCE WOOD FILLER MAHOGANY 500G,"Catalog, Search",1
TRE34214TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,342 X 1/4 TCT BEARING GUIDED BISCUIT JOINTER 4.0 X 40MM,"Catalog, Search",1
WER071002,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3800/1 TS SLOTTED 6.5 X 1.2MM TORSION STAINLESS INSERT BIT 25MM,"Catalog, Search",1
WER071072,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3840/1 TS TORSION STAINLESS INSERT BIT HEX 2.5 X 25MM,"Catalog, Search",1
WER071073,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3840/1 TS TORSION STAINLESS INSERT BIT HEX 3.0 X 25MM,"Catalog, Search",1
WER071076,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3840/1 TS TORSION STAINLESS INSERT BIT HEX 6.0 X 25MM,"Catalog, Search",1
WER071020,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3855/1 TS POZIDRIV TORSION STAINLESS INSERT BIT PZ1 X 25MM,"Catalog, Search",1
WER071033,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3867/1 TS TORX TORSION STAINLESS INSERT BIT TX15 X 25MM,"Catalog, Search",1
WER071036,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3867/1 TS TORX TORSION STAINLESS INSERT BIT TX27 X 25MM,"Catalog, Search",1
WER071031,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,3867/1 TS TORX TORSION STAINLESS INSERT BIT TX9 X 25MM,"Catalog, Search",1
UNNV3G115C67,FRANCISKIRK,simple,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/DOOR SECURITY & FURNITURE",base,3G115 C SERIES 5 LEVER DEADLOCK 67MM 2.5IN SATIN CHROME,"Catalog, Search",1
UNNY2077PL5,FRANCISKIRK,simple,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/DOOR SECURITY & FURNITURE",base,2077-5 3 LEVER HORIZONTAL MORTICE LOCK POLISHED BRASS 124MM,"Catalog, Search",1
HOW44016,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,3-IN-ONE WHITE LITHIUM SPRAY GREASE 400ML,"Catalog, Search",1
TRE40814TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,4/08 X 1/4 TCT TWO FLUTE CUTTER 25.4 X 19MM,"Catalog, Search",1
TRE4214TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,4/2 X 1/4 TCT TWO FLUTE CUTTER 16.0 X 19MM,"Catalog, Search",1
TRE43012TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,4/30 X 1/2 TCT TWO FLUTE CUTTER 18.0 X 50MM,"Catalog, Search",1
TRE4612TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,4/6 X 1/2 TCT TWO FLUTE CUTTER 20.0 X 25MM,"Catalog, Search",1
WER057683,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 10 IMPAKTOR 3 SET, 10 PIECE,"Catalog, Search",1
WER060055,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,855/4 TH POZIDRIV TORSION EXTRA HARD INSERT BITS PZ1 X 50MM (PACK 10),"Catalog, Search",1
WALGARGVPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,85L ALL-GALVANISED ROSEMOOR GARDEN WHEELBARROW,"Catalog, Search",1
WALEAGVPPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,85L GALVANISED EASI-LOAD BUILDERS WHEELBARROW - PUNCTURE PROOF,"Catalog, Search",1
WALWGVTWPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,90L GALVANISED WINDSOR TWIN WHEELBARROW,"Catalog, Search",1
WALEGPPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,90L GREEN HEAVY-DUTY ENDURANCE WHEELBARROW - PUNCTURE PROOF,"Catalog, Search",1
FLV94287,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,A203 ALUMINIUM OXIDE SANDING ROLL 115MM X 50M 40G,"Catalog, Search",1
TETDTE108,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,ALL PURPOSE READY MIX FILLER TUB 1KG,"Catalog, Search",1
TREAQ63B25,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,AQ63/B/25 AQUA 63 BROWN 25M,"Catalog, Search",1
TREB127,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,B127 REPLACEMENT BEARING 1/2IN DIAMETER 1/4IN BORE,"Catalog, Search",1
LIBSW1250G,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,STEEL WOOL GRADE 1 250G,"Catalog, Search",1
WER073916,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,851/1 IMPAKTOR INSERT BIT PHILLIPS PH2 X 25MM CARDED,"Catalog, Search",1
WER057617,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,851/1 IMPAKTOR INSERT BITS PHILLIPS PH3 X 25MM (BOX 10),"Catalog, Search",1
WER056605,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,851/1 TH TORSION PHILLIPS EXTRA HARD INSERT BITS PH1 X 25MM (PACK 10),"Catalog, Search",1
WER073337,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,855/1 BDC BITORSION POZIDRIV BIT DIAMOND COATED PZ2 X 25MM (CARD 1),"Catalog, Search",1
WER056712,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,855/1 BTH BITORSION POZIDRIV INSERT BITS EXTRA HARD PZ2 X 25MM (PACK 10),"Catalog, Search",1
WER073961,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,855/4 IMPAKTOR INSERT BIT POZI PZ2 X 50MM CARDED,"Catalog, Search",1
YAL89DMGPB,FRANCISKIRK,simple,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/DOOR SECURITY & FURNITURE",base,89 DEADLOCK NIGHTLATCH 60MM BACKSET DMG FINISH BOX,"Catalog, Search",1
WER073357,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,899/4/1 UNIVERSAL MAGNETIC BIT HOLDER 75MM CARDED,"Catalog, Search",1
TRE97314TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,9/73 X 1/4 TCT BEARING GUIDED CORNER BEAD CUTTER 7.0 RADIUS,"Catalog, Search",1
WER057763,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-BOX 15 IMPAKTOR PZ2 X 25MM, 15 PIECE,"Catalog, Search",1
WER057433,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 30 WOOD 1 SET, 30 PIECE,"Catalog, Search",1
WER057416,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 7 DIAMOND 1 SET, 7 PIECE,"Catalog, Search",1
WER073534,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 7 PZ DIAMOND 1 SET, 7 PIECE - CARDED,"Catalog, Search",1
VIC405433,FRANCISKIRK,simple,"TOOLS/PENKNIVES & LEISURE TOOLS/SWISS ARMY PEN KNIFE ACCESSORIES",base,BLACK FABRIC BELT POUCH 2-4 LAYER,"Catalog, Search",1
VIC4052030,FRANCISKIRK,simple,"TOOLS/PENKNIVES & LEISURE TOOLS/SWISS ARMY PEN KNIFE ACCESSORIES",base,BLACK LEATHER BELT POUCH (2-4 LAYER),"Catalog, Search",1
WER073630,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 10 STAINLESS 1 SB SET, 10 PIECE - CARDED,"Catalog, Search",1
WALBSHBURPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,BOXED 90L BURGUNDY POLYPROPYLENE WHEELBARROW,"Catalog, Search",1
WER056368,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,BIT-CHECK 10 PZ BITORSION 1 SET, 10 PIECE,"Catalog, Search",1
WALBSHGPPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,BOXED 90L GREEN POLYPROPYLENE WHEELBARROW - PUNCTURE PROOF,"Catalog, Search",1
WALBSHPKPPDD,FRANCISKIRK,simple,"TOOLS/TRUCKS & TROLLEYS/WHEELBARROWS",base,BOXED 90L PINK POLYPROPYLENE WHEELBARROW - PUNCTURE PROOF,"Catalog, Search",1
TREC12114TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,C121 X 1/4 TCT BEARING GUIDED TEMPLATE PROFILE CUTTER 12.7 X 25.4MM,"Catalog, Search",1
TREC20914TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,C209 X 1/4 TCT INTUMESCENT RECESSOR 10 X 24MM,"Catalog, Search",1
MLK1270CARB,FRANCISKIRK,simple,"TOOLS/CHAINS, ROPES & TIE DOWNS/CHAINS - PLASTIC & METAL",base,CARABINER HOOK 76MM MIXED COLOUR,"Catalog, Search",1
FAIDBSET4C,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/DISCS - DIAMOND",base,CONTRACT DIAMOND BLADES 115 X 22.2MM (PACK 4),"Catalog, Search",1
FAIACBWDA,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,CORK BLOCK WET & DRY SANDING SHEETS ASSORTED (PACK 10),"Catalog, Search",1
WELBP865CEU,FRANCISKIRK,simple,"TOOLS/RIVETING & SOLDERING/GAS & BATTERY SOLDERING IRONS",base,BP865CEU CORDLESS SOLDERING IRON 6/8W,"Catalog, Search",1
TREBSC101000,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/MULTI-TOOL, BISCUIT JOINTER & PLANER ACCESSORIES",base,BSC/10/1000 BISCUITS NO.10 (PACK 1000),"Catalog, Search",1
ZINBE123500,FRANCISKIRK,simple,"TOOLS/DECORATING & WOOD CARE/PAINTS & SPRAY PAINTS",base,BULLS EYE 1-2-3 PRIMER & SEALER PAINT 500ML,"Catalog, Search",1
TREC01914TC,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,C019 X 1/4 TCT TWO FLUTE CUTTER 12.0 X 19.1MM,"Catalog, Search",1
TREMSPRO,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/ROUTER BITS & ACCESSORIES",base,MS/PRO MULTISCRIBE PROFILE MATCHING TOOL,"Catalog, Search",1
PLCMPPR1KGS,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,MULTIPURPOSE POLYFILLA READY MIXED 1KG,"Catalog, Search",1
