sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
2124-002,BEESWIFT,"UVEX XACT-FIT REPLACE PLUG 250","SNR: 26dB
Suitable for noise exposure levels up to 97dB(A)
Easy, accurate fitting every time
Tapered shape fits the natural shape of the ear canal
Ergonomic steps c/w left and right fitting ensures consistently accurate insertion and optimum protection
Adjustable neck cord
Replacement plugs available 2124-002
(250 pairs per box)",-,-,-,-,-,,,1,,1,UVEX RANGE,,,-,-,"WORKWEAR & CLOTHING/WORKWEAR/HEAD & FACE PROTECTION",1,112.75,,1,https://www.beeswiftonline.com/Images/2124-002.JPG,

925S,BEESWIFT,"925F(X) PROFLEX GLOVE SMALL","* PROFLEX� 925F(X) DORSAL IMPACT-REDUCING GLOVES * MAXIMUM BACK-OF-HAND IMPACT PROTECTION * MEETS SUPERIOR ABRASION RESISTANCE, DEXTERITY AND GRIP.* MOLDED TPR ARMOR ON KNUCKLES, FINGERS AND CARPAL BONE FOR IMPACT PROTECTION, PINCH INJURY PREVENTION, AND BLOW DEFLECTION * ARMOR FLEX ZONES FOR HIGH DEXTERITY* 5MM EVA DORSAL PAD PROTECTS VULNERABLE METACARPAL REGION* 5MM EVA PALM AND ULNAR PADDING PROTECTS AGAINST CHOPPING BLOWS * ABRASION RESISTANT PVC ON PALM AND 3 FINGERS LIMITS LIQUID PENETRATION* HI-VIS ORANGE FOR HAND SIGNALING* NON-SLIP ARMORTEX� REINFORCEMENT ZONES ON THUMB SADDLE AND INDEX FINGER FOR ENHANCED PROTECTION, GRIP AND DURABILITY * REINFORCED KEVLAR� PALM STITCHING FOR EXTENDED WEAR AND DURABILITY* REFLECTIVE ACCENTS AND HI-VIS COLOR SCHEME FOR OPTIMAL HAND VISIBILITY* CONTOURED NEOPRENE CUFF WITH REFLECTIVE PULL-ON TAB RESISTS SNAGGING WHILE OFFERING A SECURE FIT AND EASY ON/OFF.* EN 420* EN 388: 4132",-,-,-,-,-,,,1,,1,ERGODYNE,,,-,-,"WORKWEAR & CLOTHING/WORKWEAR/ACCESSORIES",1,49.13,,1,https://www.beeswiftonline.com/Images/925.JPG,
9301-105,BEESWIFT,"UVEX ULTRAVISION GOGGLE CLEAR","Full vision goggle.
Permanent anti-fog coating on inside of lens.
Scratch-resistant coating on the outside for increased durability.
Wide fully adjustable head strap.
Can be worn over most prescription spectacles.
Conforms to EN166 1B 349 KN",-,-,-,-,-,,,1,,1,UVEX RANGE,,,-,-,"WORKWEAR & CLOTHING/WORKWEAR/HEAD & FACE PROTECTION",1,16,,1,https://www.beeswiftonline.com/Images/9301.105.JPG,

9302-245,BEESWIFT,"UVEX ULTRASONIC GOGGLE  CLEAR","Lightweight sporty ski goggle design.
Permanent anti-fog coating on the inside of the lens.
Scratch-resistant coating on the outside for increased durability.
Soft seal adapts to wearer's face.
Soft material aids compatibility with respirators and other items of PPE.
Wide fully adjustable head strap.
Can be worn over most prescription spectacles.
Replacement Lens for Ultrasonic Goggle 9302.255
Conforms to EN166 1B 349 KN",-,-,-,-,-,,,1,,1,UVEX RANGE,,,-,-,"WORKWEAR & CLOTHING/WORKWEAR/HEAD & FACE PROTECTION",1,17.55,,1,https://www.beeswiftonline.com/Images/9302_245.JPG,

CARC2,BEESWIFT,"ARC COMPLIANT LONG SLEEVE T-SHIRT","Flame Retardant, Anti-Static, ARC Long sleeved T- Shirt (under garment).
210gsm 60/40 Modacrylic/ cotton with anti static.
Inherently flame retardant fabric.
FR properties will not diminish with repeated laundering
Soft comfortable fabric with contrast FR sewing thread

EN ISO 13688: 2013
EN 1149-3: 2008
EN 1149-5: 2015
EN ISO 11612: 2015 (A1 B1 C1)
EN ISO 14116: 2015 (3/5H/40)

IEC 61482-2-2009
EN 61482-1-2-2007 (Class 1 = 4 kA) - Box Arc testing
EN 61482 - 1 - 1 : 2009 (EBT50 = 5.9 cAL/cm2) Open Arc testing

Each garment style is independantly tested to both box and open ARC standards.
Click ARC production is covered by article 11B certification.",,,,,,,,1,,1,CLICK ARC CLOTHING,,,,,"WORKWEAR & CLOTHING/WORKWEAR/T-SHIRTS FOR MEN",1,54.88,,1,https://www.beeswiftonline.com/Images/CARC22.JPG,

9963-000,BEESWIFT,"CLEANING TOWELETTES 100/BOX","BOX OF 100 MOIST SILICONE FREE CLEANING TISSUESINDIVIDUALLY SEALEDSUITABLE FOR ALL LENSES CAN BE USED AS A STANDALONE ITEM, OR AS AN ALTERNATIVE TO 9991-000 IN THE 9990-000 CLEANING STATION",,,,,,,,1,,1,UVEX RANGE,,,,,"WORKWEAR & CLOTHING/WORKWEAR/HEAD & FACE PROTECTION",1,20,,1,https://www.beeswiftonline.com/Images/9963_000.JPG,
9972-101,BEESWIFT,"UVEX CLEANING FLUID 16FLOZ","Uvex Lens Cleaning Fluid 16oz
Specifically designed for polycarbonate lenses.
Can be bought to use individually or as a replacement bottle for the uvex lens cleaning station 9990-000.",-,-,-,-,-,,,1,,1,UVEX RANGE,,,-,-,"WORKWEAR & CLOTHING/WORKWEAR/HEAD & FACE PROTECTION",1,7.13,,1,https://www.beeswiftonline.com/Images/9972.JPG,

