sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images
"ABU00340",TOOLBANK,"752 ALUMINIUM LOCKOUT HASP BIG 38MM (1.5IN)","752 ALUMINIUM LOCKOUT HASP BIG 38MM (1.5IN)",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/LOCKOUT & TAGOUT PRODUCTS/LOCKOUT HASPS",1,11.7,11.7,1,https://toolmedia-res.cloudinary.com/image/upload/w_640/toolbank/products/ABU00340.jpg
"ABU00356",TOOLBANK,"C556 STANDARD CABLE LOCKOUT 2M","C556 STANDARD CABLE LOCKOUT 2M",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/LOCKOUT & TAGOUT PRODUCTS/LOCKOUT CABLES",1,30,30,1,https://franciskirk.shop/var/import/images/ABU00356.jpg
"ABU100100HS",TOOLBANK,"100/100 DG HINGED HASP & STAPLE 100MM","100/100 DG HINGED HASP & STAPLE 100MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,19.73,19.73,1,https://franciskirk.shop/var/import/images/ABU100100HS.jpg
"ABU100100HSC",TOOLBANK,"100/100 DG HINGED HASP & STAPLE CARDED 100MM","100/100 DG HINGED HASP & STAPLE CARDED 100MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,21.53,21.53,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/ABU100100HS.jpg
"ABU100100S",TOOLBANK,"100/100 HASP & STAPLE 100MM","100/100 HASP & STAPLE 100MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,12.33,12.33,1,https://franciskirk.shop/var/import/images/ABU100100S.jpg
"ABU100100SC",TOOLBANK,"100/100 HASP & STAPLE CARDED 100MM","100/100 HASP & STAPLE CARDED 100MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,14.03,14.03,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/ABU100100S.jpg
"ABU10060S",TOOLBANK,"100/60 HASP & STAPLE 60MM","100/60 HASP & STAPLE 60MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,5,5,1,https://franciskirk.shop/var/import/images/ABU10060S.jpg
"ABU10060SC",TOOLBANK,"100/60 HASP & STAPLE CARDED 60MM","100/60 HASP & STAPLE CARDED 60MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,5.95,5.95,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/ABU100100S.jpg
"ABU10080HS",TOOLBANK,"100/80 DG HINGED HASP & STAPLE 80MM","100/80 DG HINGED HASP & STAPLE 80MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,11.9,11.9,1,https://franciskirk.shop/var/import/images/ABU10080HS.jpg
"ABU10080HSC",TOOLBANK,"100/80 DG HINGED HASP & STAPLE CARDED 80MM","100/80 DG HINGED HASP & STAPLE CARDED 80MM",,,,,,,,1,,1,ABUS MECHANICAL,,,,,"TOOLS/PADLOCKS, DOOR LOCKS & SECURITY/PADLOCKS AND HASP & STAPLES/ABUS PADLOCKS",1,14.85,14.85,1,https://toolmedia-res.cloudinary.com/image/private/w_640/toolbank/products/ABU10080HS.jpg
